date,close,ma50,ma200,distance50,distance200
2025-12-11,269500,227592.0,162899.0,118.41,165.44
2025-12-12,272000,229198.0,163535.5,118.67,166.32
2025-12-15,263500,230516.0,164133.5,114.31,160.54
2025-12-16,255000,231746.0,164692.5,110.03,154.83
2025-12-17,258500,233050.0,165266.5,110.92,156.41
2025-12-18,254000,234214.0,165826.0,108.45,153.17
2025-12-19,253000,235064.0,166385.5,107.63,152.06
2025-12-22,254500,236084.0,166945.5,107.8,152.44
2025-12-23,251500,237150.0,167528.0,106.05,150.12
2025-12-24,253500,238220.0,168111.5,106.41,150.79
2025-12-26,259000,239370.0,168728.0,108.2,153.5
2025-12-29,257500,240380.0,169336.0,107.12,152.06
2025-12-30,255000,241230.0,169936.5,105.71,150.06
2026-01-02,270000,242310.0,170622.0,111.43,158.24
2026-01-05,270000,243470.0,171293.0,110.9,157.62
2026-01-06,268000,244390.0,171946.5,109.66,155.86
2026-01-07,267500,245300.0,172593.5,109.05,154.99
2026-01-08,272000,246170.0,173266.5,110.49,156.98
2026-01-09,266000,246850.0,173897.5,107.76,152.96
2026-01-12,279000,247790.0,174607.0,112.6,159.79
2026-01-13,289000,249070.0,175362.0,116.03,164.8
2026-01-14,284500,249860.0,176087.0,113.86,161.57
2026-01-15,289500,250790.0,176842.0,115.44,163.71
2026-01-16,289500,251800.0,177601.5,114.97,163.01
2026-01-19,292000,253050.0,178373.5,115.39,163.7
2026-01-20,282000,254050.0,179087.5,111.0,157.46
2026-01-21,280000,255200.0,179802.0,109.72,155.73
2026-01-22,283000,256380.0,180537.5,110.38,156.75
2026-01-23,272000,257270.0,181252.0,105.73,150.07
2026-01-26,275000,258240.0,181983.5,106.49,151.11
2026-01-27,277000,259350.0,182710.0,106.81,151.61
2026-01-28,280000,260690.0,183507.5,107.41,152.58
2026-01-29,279500,261970.0,184299.0,106.69,151.66
2026-01-30,279000,263470.0,185120.5,105.89,150.71
2026-02-02,283000,264830.0,185971.5,106.86,152.17
2026-02-03,307500,266610.0,186961.5,115.34,164.47
2026-02-04,305000,268360.0,187891.5,113.65,162.33
2026-02-05,290000,269640.0,188752.5,107.55,153.64
2026-02-06,284000,270490.0,189574.0,104.99,149.81
2026-02-09,304000,271430.0,190495.5,112.0,159.58
2026-02-10,313500,272600.0,191460.0,115.0,163.74
2026-02-11,309500,273770.0,192403.5,113.05,160.86
2026-02-12,319500,275160.0,193396.0,116.11,165.21
2026-02-13,309500,276310.0,194337.5,112.01,159.26
2026-02-19,358000,278250.0,195530.5,128.66,183.09
2026-02-20,377000,280490.0,196803.5,134.41,191.56
2026-02-23,426500,283760.0,198326.0,150.3,215.05
2026-02-24,446000,287440.0,199941.0,155.16,223.07
2026-02-25,465000,291350.0,201659.5,159.6,230.59
2026-02-26,466500,295310.0,203383.0,157.97,229.37
2026-02-27,448500,298890.0,205037.0,150.06,218.74
2026-03-03,409000,301630.0,206494.0,135.6,198.07
2026-03-04,362500,303610.0,207715.0,119.4,174.52
2026-03-05,401500,306540.0,209133.5,130.98,191.98
2026-03-06,404500,309460.0,210570.0,130.71,192.1
2026-03-09,382000,312020.0,211851.0,122.43,180.32
2026-03-10,402000,315000.0,213231.0,127.62,188.53
2026-03-11,406000,318030.0,214629.5,127.66,189.16
2026-03-12,399500,320990.0,216016.0,124.46,184.94
2026-03-13,400500,323930.0,217405.5,123.64,184.22
2026-03-16,413000,327010.0,218867.0,126.3,188.7
2026-03-17,446500,330790.0,220502.5,134.98,202.49
2026-03-18,464000,334970.0,222219.0,138.52,208.8
2026-03-19,479500,339160.0,224022.5,141.38,214.04
2026-03-20,464500,343050.0,225758.5,135.4,205.75
2026-03-23,427500,346240.0,227290.5,123.47,188.09
2026-03-24,437000,349630.0,228881.5,124.99,190.93
2026-03-25,454500,353280.0,230537.5,128.65,197.15
2026-03-26,457000,357100.0,232202.5,127.98,196.81
2026-03-27,434000,360200.0,233761.5,120.49,185.66
2026-03-30,429000,363000.0,235302.5,118.18,182.32
2026-03-31,407500,365460.0,236731.5,111.5,172.14
2026-04-01,444500,368560.0,238294.0,120.6,186.53
2026-04-02,417000,371110.0,239729.0,112.37,173.95
2026-04-03,456000,374390.0,241360.0,121.8,188.93
2026-04-06,462000,377990.0,243008.0,122.23,190.12
2026-04-07,457000,381530.0,244636.0,119.78,186.81
2026-04-08,514000,386150.0,246569.0,133.11,208.46
2026-04-09,516000,391030.0,248514.5,131.96,207.63
2026-04-10,565000,396830.0,250686.0,142.38,225.38
2026-04-13,568000,402650.0,252861.0,141.07,224.63
2026-04-14,584000,408730.0,255129.5,142.88,228.9
2026-04-15,614000,415420.0,257533.0,147.8,238.42
2026-04-16,639000,422620.0,260076.5,151.2,245.7
2026-04-17,679000,430540.0,262788.0,157.71,258.38
2026-04-20,680000,437990.0,265492.5,155.25,256.13
2026-04-21,772000,447330.0,268658.0,172.58,287.35
2026-04-22,812000,457770.0,272040.5,177.38,298.48
2026-04-23,774000,467570.0,275237.0,165.54,281.21
2026-04-24,788000,477250.0,278501.0,165.11,282.94
2026-04-27,794000,486860.0,281798.5,163.09,281.76
2026-04-28,839000,497450.0,285282.0,168.66,294.09
2026-04-29,827000,507600.0,288724.0,162.92,286.43
2026-04-30,832000,518050.0,292189.5,160.6,284.75
2026-05-04,918000,529250.0,296096.0,173.45,310.03
2026-05-06,912000,539950.0,299979.0,168.9,304.02
2026-05-07,917000,549760.0,303878.5,166.8,301.77
2026-05-08,914000,559120.0,307763.0,163.47,296.98
2026-05-11,900000,567820.0,311575.5,158.5,288.85
2026-05-12,958000,577650.0,315668.5,165.84,303.48
