date,close,ma50,ma200,distance50,distance200
2026-01-13,4692.64,4130.11,3311.42,113.62,141.71
2026-01-14,4723.1,4142.42,3321.85,114.02,142.18
2026-01-15,4797.55,4153.93,3332.62,115.49,143.96
2026-01-16,4840.74,4168.31,3343.66,116.13,144.77
2026-01-19,4904.66,4186.32,3355.11,117.16,146.18
2026-01-20,4885.75,4203.5,3366.32,116.23,145.14
2026-01-21,4909.93,4222.63,3377.83,116.28,145.36
2026-01-22,4952.53,4240.21,3389.8,116.8,146.1
2026-01-23,4990.07,4257.88,3402.35,117.2,146.67
2026-01-26,4949.59,4273.87,3414.49,115.81,144.96
2026-01-27,5084.85,4292.15,3427.38,118.47,148.36
2026-01-28,5170.81,4315.34,3440.8,119.82,150.28
2026-01-29,5221.25,4337.98,3454.58,120.36,151.14
2026-01-30,5224.36,4363.39,3469.06,119.73,150.6
2026-02-02,4949.67,4383.8,3482.14,112.91,142.14
2026-02-03,5288.08,4409.46,3497.11,119.93,151.21
2026-02-04,5371.1,4439.82,3511.74,120.98,152.95
2026-02-05,5163.57,4466.17,3525.4,115.62,146.47
2026-02-06,5089.14,4490.79,3538.56,113.32,143.82
2026-02-09,5298.04,4517.54,3552.67,117.28,149.13
2026-02-10,5301.69,4543.83,3566.94,116.68,148.63
2026-02-11,5354.49,4572.39,3581.36,117.1,149.51
2026-02-12,5522.27,4604.43,3596.55,119.93,153.54
2026-02-13,5507.01,4634.67,3611.65,118.82,152.48
2026-02-19,5677.25,4667.49,3627.6,121.63,156.5
2026-02-20,5808.53,4703.09,3644.01,123.5,159.4
2026-02-23,5846.09,4738.01,3660.63,123.39,159.7
2026-02-24,5969.64,4774.31,3677.75,125.04,162.32
2026-02-25,6083.86,4813.11,3695.42,126.4,164.63
2026-02-26,6307.27,4856.56,3714.13,129.87,169.82
2026-02-27,6244.13,4899.23,3732.57,127.45,167.29
2026-03-03,5791.91,4931.72,3748.73,117.44,154.5
2026-03-04,5093.54,4951.78,3761.33,102.86,135.42
2026-03-05,5583.9,4983.48,3776.35,112.05,147.87
2026-03-06,5584.87,5014.05,3791.39,111.38,147.3
2026-03-09,5251.87,5039.2,3804.61,104.22,138.04
2026-03-10,5532.59,5069.44,3819.23,109.14,144.86
2026-03-11,5609.95,5099.52,3834.08,110.01,146.32
2026-03-12,5583.25,5128.83,3848.89,108.86,145.06
2026-03-13,5487.24,5156.41,3863.19,106.42,142.04
2026-03-16,5549.85,5184.81,3877.92,107.04,143.11
2026-03-17,5640.48,5213.21,3893.12,108.2,144.88
2026-03-18,5925.03,5247.43,3909.61,112.91,151.55
2026-03-19,5763.22,5276.5,3925.46,109.22,146.82
2026-03-20,5781.2,5302.97,3941.41,109.02,146.68
2026-03-23,5405.75,5320.58,3955.21,101.6,136.67
2026-03-24,5553.92,5340.63,3969.8,103.99,139.9
2026-03-25,5642.21,5362.43,3984.66,105.22,141.6
2026-03-26,5460.46,5379.91,3998.36,101.5,136.57
2026-03-27,5438.87,5396.2,4012.06,100.79,135.56
2026-03-30,5277.3,5407.89,4024.96,97.59,131.11
2026-03-31,5052.46,5414.48,4036.36,93.31,125.17
